Name,Species,Gender,Personality,Hobby,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,name,birthday_month,birthday_day,sign,nh_details.quote,nh_details.image_url,nh_details.photo_url,nh_details.icon_url,nh_details.sub-personality,nh_details.house_interior_url,nh_details.house_exterior_url
Goldie,Dog,Female,Normal,Nature,woof,K.K. Bossa,Simple,Cute,Yellow,Orange,modern wood wall,light parquet flooring,Goldie,December,27,Capricorn,A little bit of happiness is better than a lot of anguish.,https://dodo.ac/np/images/8/83/Goldie_NH.png,https://dodo.ac/np/images/6/64/Goldie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/ce/Goldie_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/03/House_of_Goldie_NH.jpg,https://dodo.ac/np/images/8/8a/House_of_Goldie_NH_Model.png
Gonzo,Koala,Male,Cranky,Nature,mate,Surfin' K.K.,Simple,Cool,Black,Green,cabin wall,wooden-knot flooring,Gonzo,October,13,Libra,"Brothers are brothers, cheese is cheese.",https://dodo.ac/np/images/0/09/Gonzo_NH.png,https://dodo.ac/np/images/e/ec/Gonzo%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/40/Gonzo_NH_Villager_Icon.png,A,https://dodo.ac/np/images/c/cf/House_of_Gonzo_NH.jpg,https://dodo.ac/np/images/b/b6/House_of_Gonzo_NH_Model.png
Goose,Chicken,Male,Jock,Fitness,buh-kay,K.K. Country,Simple,Active,Blue,White,green painted-wood wall,artsy parquet flooring,Goose,October,4,Libra,Birds of a feather crow together.,https://dodo.ac/np/images/9/91/Goose_NH.png,https://dodo.ac/np/images/8/8a/Goose%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d3/Goose_NH_Villager_Icon.png,B,https://dodo.ac/np/images/3/31/House_of_Goose_NH.png,https://dodo.ac/np/images/a/a7/House_of_Goose_NH_Model.png
Graham,Hamster,Male,Smug,Education,indeed,Bubblegum K.K.,Simple,Cool,Green,Orange,server-room wall,monochromatic tile flooring,Graham,June,20,Gemini,Knowledge is power.,https://dodo.ac/np/images/a/a1/Graham_NH.png,https://dodo.ac/np/images/2/21/Graham%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/e2/Graham_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7f/House_of_Graham_NH.jpg,https://dodo.ac/np/images/b/b6/House_of_Graham_NH_Model.png
Greta,Mouse,Female,Snooty,Education,yelp,Comrade K.K.,Elegant,Simple,Pink,Purple,modern shoji-screen wall,common flooring,Greta,September,5,Virgo,The world is a stage.,https://dodo.ac/np/images/b/bd/Greta_NH.png,https://dodo.ac/np/images/c/c0/Greta%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d7/Greta_NH_Villager_Icon.png,A,https://dodo.ac/np/images/9/90/House_of_Greta_NH.jpg,https://dodo.ac/np/images/5/58/House_of_Greta_NH_Model.png
Grizzly,Bear,Male,Cranky,Education,grrr,K.K. Condor,Cool,Simple,Red,Black,starry-sky wall,Saharah's desert,Grizzly,July,31,Leo,Those who live in glass houses shouldn't throw stones.,https://dodo.ac/np/images/4/4b/Grizzly_NH.png,https://dodo.ac/np/images/4/45/Grizzly%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/9/9b/Grizzly_NH_Villager_Icon.png,B,https://dodo.ac/np/images/6/6e/House_of_Grizzly_NH.png,https://dodo.ac/np/images/d/df/House_of_Grizzly_NH_Model.png
Groucho,Bear,Male,Cranky,Music,grumble,K.K. Metal,Cool,Simple,Black,Gray,gray shanty wall,skull-print flooring,Groucho,October,23,Libra,Rocky road is more than just a flavor of ice cream.,https://dodo.ac/np/images/1/1d/Groucho_NH.png,https://dodo.ac/np/images/a/a8/Groucho%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/45/Groucho_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/02/House_of_Groucho_NH.png,https://dodo.ac/np/images/b/b4/House_of_Groucho_NH_Model.png
Gruff,Goat,Male,Cranky,Music,bleh eh eh,K.K. Rockabilly,Cool,Gorgeous,Purple,Black,rustic-stone wall,gray vinyl flooring,Gruff,August,29,Virgo,Don't burn bridges.,https://dodo.ac/np/images/2/25/Gruff_NH.png,https://dodo.ac/np/images/7/72/Gruff%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/9/9c/Gruff_NH_Villager_Icon.png,B,https://dodo.ac/np/images/d/d5/House_of_Gruff_NH.png,https://dodo.ac/np/images/2/26/House_of_Gruff_NH_Model.png
Gwen,Penguin,Female,Snooty,Fashion,h-h-h-hon,Drivin',Gorgeous,Elegant,Green,White,ice wall,ice flooring,Gwen,January,23,Aquarius,"Mind your manners, or someone else will.",https://dodo.ac/np/images/b/be/Gwen_NH.png,https://dodo.ac/np/images/6/64/Gwen%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/ed/Gwen_NH_Villager_Icon.png,B,https://dodo.ac/np/images/e/e1/House_of_Gwen_NH.jpg,https://dodo.ac/np/images/4/4b/House_of_Gwen_NH_Model.png
Hamlet,Hamster,Male,Jock,Play,hammie,K.K. Reggae,Simple,Active,Purple,Blue,blue playroom wall,colorful puzzle flooring,Hamlet,May,30,Gemini,The ear's the thing.,https://dodo.ac/np/images/4/46/Hamlet_NH.png,https://dodo.ac/np/images/0/09/Hamlet%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a0/Hamlet_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/2f/House_of_Hamlet_NH.jpg,https://dodo.ac/np/images/4/41/House_of_Hamlet_NH_Model.png
Hamphrey,Hamster,Male,Cranky,Nature,snort,Comrade K.K.,Cool,Simple,Gray,Beige,screen wall,rush tatami,Hamphrey,February,25,Pisces,Children should be seen and not heard.,https://dodo.ac/np/images/a/a9/Hamphrey_NH.png,https://dodo.ac/np/images/c/c4/Hamphrey%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a1/Hamphrey_NH_Villager_Icon.png,A,https://dodo.ac/np/images/4/47/House_of_Hamphrey_NH.png,https://dodo.ac/np/images/1/1c/House_of_Hamphrey_NH_Model.png
Hans,Gorilla,Male,Smug,Fitness,groovy,K.K. Sonata,Elegant,Gorgeous,Gray,Blue,ski-slope wall,ski-slope flooring,Hans,December,5,Sagittarius,One good turn deserves another.,https://dodo.ac/np/images/1/15/Hans_NH.png,https://dodo.ac/np/images/9/95/Hans%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/ce/Hans_NH_Villager_Icon.png,A,https://dodo.ac/np/images/8/80/House_of_Hans_NH.png,https://dodo.ac/np/images/3/33/House_of_Hans_NH_Model.png
Harry,Hippo,Male,Cranky,Education,beach bum,K.K. Rally,Cool,Simple,Green,Orange,aqua tile wall,white mosaic-tile flooring,Harry,January,7,Capricorn,Patience is a virtue for folks with time.,https://dodo.ac/np/images/1/1a/Harry_NH.png,https://dodo.ac/np/images/5/5f/Harry%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b4/Harry_NH_Villager_Icon.png,B,https://dodo.ac/np/images/d/d6/House_of_Harry_NH.jpg,https://dodo.ac/np/images/6/60/House_of_Harry_NH_Model.png
Hazel,Squirrel,Female,Big Sister,Play,uni-wow,DJ K.K.,Active,Cute,Red,Yellow,dojo wall,wooden-knot flooring,Hazel,August,30,Virgo,Never say never!,https://dodo.ac/np/images/1/17/Hazel_NH.png,https://dodo.ac/np/images/4/43/Hazel%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/ac/Hazel_NH_Villager_Icon.png,A,https://dodo.ac/np/images/d/de/House_of_Hazel_NH.jpg,https://dodo.ac/np/images/a/aa/House_of_Hazel_NH_Model.png
Henry,Frog,Male,Smug,Music,snoozit,K.K. Soul,Cool,Simple,Light blue,Blue,rustic-stone wall,modern wood flooring,Henry,September,21,Virgo,The way to a frog's heart is through his stomach.,https://dodo.ac/np/images/2/26/Henry_NH.png,https://dodo.ac/np/images/7/75/Henry%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/2f/Henry_NH_Villager_Icon.png,A,https://dodo.ac/np/images/8/83/House_of_Henry_NH.jpg,https://dodo.ac/np/images/a/a1/House_of_Henry_NH_Model.png
Hippeux,Hippo,Male,Smug,Education,natch,K.K. Sonata,Elegant,Gorgeous,Brown,Green,arched-window wall,dark herringbone flooring,Hippeux,October,15,Libra,Mottoes are for the unoriginal.,https://dodo.ac/np/images/2/26/Hippeux_NH.png,https://dodo.ac/np/images/d/d1/Hippeux%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/ec/Hippeux_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/fe/House_of_Hippeux_NH.png,https://dodo.ac/np/images/c/cb/House_of_Hippeux_NH_Model.png
Hopkins,Rabbit,Male,Lazy,Nature,thumper,Pondering,Simple,Active,Blue,Yellow,concrete wall,cool vinyl flooring,Hopkins,March,11,Pisces,A wise mammal gives danger a wide berth.,https://dodo.ac/np/images/c/c1/Hopkins_NH.png,https://dodo.ac/np/images/c/c3/Hopkins%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/4b/Hopkins_NH_Villager_Icon.png,A,https://dodo.ac/np/images/8/89/House_of_Hopkins_NH.jpg,https://dodo.ac/np/images/2/28/House_of_Hopkins_NH_Model.png
Hopper,Penguin,Male,Cranky,Music,slushie,Comrade K.K.,Cool,Simple,Yellow,Red,iceberg wall,iceberg flooring,Hopper,April,6,Aries,Always have a comeback.,https://dodo.ac/np/images/c/cb/Hopper_NH.png,https://dodo.ac/np/images/b/b1/Hopper%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/82/Hopper_NH_Villager_Icon.png,B,https://dodo.ac/np/images/3/3c/House_of_Hopper_NH.jpg,https://dodo.ac/np/images/6/6c/House_of_Hopper_NH_Model.png
Hornsby,Rhino,Male,Lazy,Nature,schnozzle,K.K. Lament,Simple,Simple,Green,Brown,dirt-clod wall,rush tatami,Hornsby,March,20,Pisces,You can't hit a mosquito with a horseshoe.,https://dodo.ac/np/images/9/95/Hornsby_NH.png,https://dodo.ac/np/images/6/6f/Hornsby%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/77/Hornsby_NH_Villager_Icon.png,A,https://dodo.ac/np/images/e/e1/House_of_Hornsby_NH.jpg,https://dodo.ac/np/images/d/d6/House_of_Hornsby_NH_Model.png
Huck,Frog,Male,Smug,Fitness,hopper,To The Edge,Simple,Cool,Green,Yellow,straw wall,dirt flooring,Huck,July,9,Cancer,Cold coffee makes for a cold demeanor.,https://dodo.ac/np/images/1/17/Huck_NH.png,https://dodo.ac/np/images/a/ab/Huck%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c4/Huck_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/2d/House_of_Huck_NH.png,https://dodo.ac/np/images/2/26/House_of_Huck_NH_Model.png
Hugh,Pig,Male,Lazy,Play,snortle,My Place,Simple,Active,Beige,Yellow,blue playroom wall,colorful puzzle flooring,Hugh,December,30,Capricorn,Keep it real. Real chill.,https://dodo.ac/np/images/b/b6/Hugh_NH.png,https://dodo.ac/np/images/6/6b/Hugh%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b0/Hugh_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/04/House_of_Hugh_NH.jpg,https://dodo.ac/np/images/c/cd/House_of_Hugh_NH_Model.png
Iggly,Penguin,Male,Jock,Fitness,waddler,I Love You,Active,Simple,Red,Blue,ice wall,ice flooring,Iggly,November,2,Scorpio,"Six of one, half dozen of the other.",https://dodo.ac/np/images/6/68/Iggly_NH.png,https://dodo.ac/np/images/b/b8/Iggly%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/11/Iggly_NH_Villager_Icon.png,B,https://dodo.ac/np/images/a/a1/House_of_Iggly_NH.jpg,https://dodo.ac/np/images/a/a7/House_of_Iggly_NH_Model.png
Ike,Bear,Male,Cranky,Nature,roadie,K.K. Rock,Cool,Cool,Green,Blue,shutter wall,steel flooring,Ike,May,16,Taurus,"The higher you climb, the smaller things look.",https://dodo.ac/np/images/3/34/Ike_NH.png,https://dodo.ac/np/images/3/3a/Ike%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c9/Ike_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7c/House_of_Ike_NH.png,https://dodo.ac/np/images/c/cd/House_of_Ike_NH_Model.png
Jacob,Bird,Male,Lazy,Nature,ya feel,K.K. Song,Simple,Simple,Green,Red,garbage-heap wall,garbage-heap flooring,Jacob,August,24,Virgo,Your greatest strength can be your greatest weakness.,https://dodo.ac/np/images/3/3e/Jacob_NH.png,https://dodo.ac/np/images/d/d4/Jacob%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/fa/Jacob_NH_Villager_Icon.png,A,https://dodo.ac/np/images/c/c0/House_of_Jacob_NH.png,https://dodo.ac/np/images/b/b7/House_of_Jacob_NH_Model.png
Jacques,Bird,Male,Smug,Music,zut alors,K.K. Technopop,Cool,Simple,Green,Black,concrete wall,steel flooring,Jacques,June,22,Cancer,Better to have loved and squawked than to have never loved at all.,https://dodo.ac/np/images/0/03/Jacques_NH.png,https://dodo.ac/np/images/7/71/Jacques%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/73/Jacques_NH_Villager_Icon.png,A,https://dodo.ac/np/images/e/e5/House_of_Jacques_NH.png,https://dodo.ac/np/images/d/df/House_of_Jacques_NH_Model.png
Jambette,Frog,Female,Normal,Fashion,croak-kay,K.K. Cruisin',Cool,Cool,Brown,Brown,botanical-tile wall,rosewood flooring,Jambette,October,27,Scorpio,It takes more muscles to frown than smile.,https://dodo.ac/np/images/3/35/Jambette_NH.png,https://dodo.ac/np/images/4/4e/Jambette%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/53/Jambette_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/43/House_of_Jambette_NH.jpg,https://dodo.ac/np/images/f/fc/House_of_Jambette_NH_Model.png
Jay,Bird,Male,Jock,Fitness,heeeeeyy,K.K. Country,Active,Active,Blue,Light blue,stacked-wood wall,rosewood flooring,Jay,July,17,Cancer,He who hesitates has lost.,https://dodo.ac/np/images/7/7f/Jay_NH.png,https://dodo.ac/np/images/e/e4/Jay%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/ab/Jay_NH_Villager_Icon.png,B,https://dodo.ac/np/images/1/1a/House_of_Jay_NH.png,https://dodo.ac/np/images/3/3a/House_of_Jay_NH_Model.png
Jeremiah,Frog,Male,Lazy,Play,nee-deep,Hypno K.K.,Simple,Simple,Orange,Yellow,blue playroom wall,blue dot flooring,Jeremiah,July,8,Cancer,Sleep before you leap.,https://dodo.ac/np/images/9/93/Jeremiah_NH.png,https://dodo.ac/np/images/c/c2/Jeremiah%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/ce/Jeremiah_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/47/House_of_Jeremiah_NH.jpg,https://dodo.ac/np/images/6/60/House_of_Jeremiah_NH_Model.png
Jitters,Bird,Male,Jock,Fitness,bzzert,K.K. Adventure,Active,Active,Yellow,Orange,stadium wall,backyard lawn,Jitters,February,2,Aquarius,"When you're a team of one, you're always captain!",https://dodo.ac/np/images/a/a6/Jitters_NH.png,https://dodo.ac/np/images/b/b9/Jitters%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/51/Jitters_NH_Villager_Icon.png,B,https://dodo.ac/np/images/c/c1/House_of_Jitters_NH.png,https://dodo.ac/np/images/d/d0/House_of_Jitters_NH_Model.png
Joey,Duck,Male,Lazy,Play,bleeeeeck,Marine Song 2001,Simple,Simple,Green,Blue,tropical vista,sandy-beach flooring,Joey,January,3,Capricorn,Don't get your feathers all ruffled. Just chill.,https://dodo.ac/np/images/6/66/Joey_NH.png,https://dodo.ac/np/images/1/16/Joey%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a1/Joey_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/5b/House_of_Joey_NH.jpg,https://dodo.ac/np/images/7/72/House_of_Joey_NH_Model.png
Judy,Cub,Female,Snooty,Music,myohmy,K.K. Lullaby,Cute,Elegant,Pink,White,starry wall,blue dot flooring,Judy,March,10,Pisces,I'm dancing my dreams away.,https://dodo.ac/np/images/d/d4/Judy_NH.png,https://dodo.ac/np/images/0/0d/Judy%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c1/Judy_NH_Villager_Icon.png,A,https://dodo.ac/np/images/8/80/House_of_Judy_NH.png,https://dodo.ac/np/images/0/0c/House_of_Judy_NH_Model.png
Julia,Ostrich,Female,Snooty,Education,dahling,K.K. Sonata,Elegant,Gorgeous,Purple,Red,green molded-panel wall,simple blue flooring,Julia,July,31,Leo,"Cut once, measure twice... Wait— reverse that.",https://dodo.ac/np/images/4/42/Julia_NH.png,https://dodo.ac/np/images/a/a7/Julia%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f4/Julia_NH_Villager_Icon.png,A,https://dodo.ac/np/images/b/bc/House_of_Julia_NH.jpg,https://dodo.ac/np/images/3/36/House_of_Julia_NH_Model.png
Julian,Horse,Male,Smug,Music,glitter,Space K.K.,Gorgeous,Cool,Purple,Blue,starry-sky wall,cloud flooring,Julian,March,15,Pisces,Never trot when you can prance.,https://dodo.ac/np/images/f/f2/Julian_NH.png,https://dodo.ac/np/images/0/03/Julian%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/20/Julian_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/2c/House_of_Julian_NH.jpg,https://dodo.ac/np/images/8/88/House_of_Julian_NH_Model.png
June,Cub,Female,Normal,Nature,rainbow,K.K. Island,Cute,Simple,White,Red,ocean-horizon wall,starry-sands flooring,June,May,21,Gemini,"Dream big, expect little.",https://dodo.ac/np/images/8/85/June_NH.png,https://dodo.ac/np/images/6/6c/June%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/29/June_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/24/House_of_June_NH.jpg,https://dodo.ac/np/images/6/68/House_of_June_NH_Model.png
Kabuki,Cat,Male,Cranky,Music,meooo-OH,K.K. Jongara,Simple,Simple,Purple,Red,dojo wall,tatami,Kabuki,November,29,Sagittarius,"If you make your opponent flinch, you have already won.",https://dodo.ac/np/images/2/2a/Kabuki_NH.png,https://dodo.ac/np/images/c/cb/Kabuki%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/64/Kabuki_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/4a/House_of_Kabuki_NH.jpg,https://dodo.ac/np/images/2/29/House_of_Kabuki_NH_Model.png
Katt,Cat,Female,Big Sister,Music,purrty,K.K. Disco,Cool,Cool,Purple,Black,white perforated-board wall,steel flooring,Katt,April,27,Taurus,MeowMEOWmeow!,https://dodo.ac/np/images/c/c9/Katt_NH.png,https://dodo.ac/np/images/3/3f/Katt%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/1b/Katt_NH_Villager_Icon.png,A,https://dodo.ac/np/images/6/6b/House_of_Katt_NH.jpg,https://dodo.ac/np/images/7/73/House_of_Katt_NH_Model.png
Keaton,Eagle,Male,Smug,Music,wingo,Drivin',Gorgeous,Cool,Blue,White,tree-lined wall,parking flooring,Keaton,June,1,Gemini,"Even in a room full of fools, someone is the smartest.",https://dodo.ac/np/images/3/3b/Keaton_NH.png,https://dodo.ac/np/images/b/b4/Keaton%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/28/Keaton_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7e/House_of_Keaton_NH.jpg,https://dodo.ac/np/images/8/85/House_of_Keaton_NH_Model.png
Ken,Chicken,Male,Smug,Education,no doubt,K.K. Rally,Cool,Simple,Purple,Blue,standard tearoom wall,tatami,Ken,December,23,Capricorn,C'est la vie!,https://dodo.ac/np/images/e/e0/Ken_NH.png,https://dodo.ac/np/images/3/33/Ken%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/26/Ken_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/2e/House_of_Ken_NH.jpg,https://dodo.ac/np/images/a/ad/House_of_Ken_NH_Model.png
Ketchup,Duck,Female,Peppy,Play,bitty,Neapolitan,Cute,Cute,Light blue,White,ivy wall,backyard lawn,Ketchup,July,27,Leo,"When in doubt, eat a tomato!",https://dodo.ac/np/images/4/42/Ketchup_NH.png,https://dodo.ac/np/images/e/ed/Ketchup%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/e5/Ketchup_NH_Villager_Icon.png,A,https://dodo.ac/np/images/a/a0/House_of_Ketchup_NH.jpg,https://dodo.ac/np/images/7/75/House_of_Ketchup_NH_Model.png
Kevin,Pig,Male,Jock,Play,weeweewee,K.K. Rockabilly,Active,Simple,Black,Red,gray shanty wall,concrete flooring,Kevin,April,26,Taurus,Sometimes it's OK to get dirty.,https://dodo.ac/np/images/7/71/Kevin_NH.png,https://dodo.ac/np/images/d/da/Kevin%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/89/Kevin_NH_Villager_Icon.png,A,https://dodo.ac/np/images/5/58/House_of_Kevin_NH.jpg,https://dodo.ac/np/images/9/9b/House_of_Kevin_NH_Model.png
Kid Cat,Cat,Male,Jock,Fitness,psst,Go K.K. Rider,Active,Simple,Red,Red,chain-link fence,sandlot,Kid Cat,August,1,Leo,Crime doesn't pay!,https://dodo.ac/np/images/c/c3/Kid_Cat_NH.png,https://dodo.ac/np/images/4/49/Kid_Cat%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/18/Kid_Cat_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/7b/House_of_Kid_Cat_NH.jpg,https://dodo.ac/np/images/7/74/House_of_Kid_Cat_NH_Model.png
Kidd,Goat,Male,Smug,Education,wut,K.K. Tango,Elegant,Cool,Gray,White,gray molded-panel wall,purple desert-tile flooring,Kidd,June,28,Cancer,"Be yourself, everyone else is already taken.",https://dodo.ac/np/images/7/7a/Kidd_NH.png,https://dodo.ac/np/images/4/42/Kidd%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/64/Kidd_NH_Villager_Icon.png,B,https://dodo.ac/np/images/6/60/House_of_Kidd_NH.jpg,https://dodo.ac/np/images/d/d4/House_of_Kidd_NH_Model.png
Kiki,Cat,Female,Normal,Education,kitty cat,Only Me,Simple,Simple,Brown,Beige,mod wall,simple white flooring,Kiki,October,8,Libra,"Nothing ventured, nothing gained.",https://dodo.ac/np/images/c/c5/Kiki_NH.png,https://dodo.ac/np/images/3/3d/Kiki%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/cb/Kiki_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/b1/House_of_Kiki_NH.jpg,https://dodo.ac/np/images/7/74/House_of_Kiki_NH_Model.png
Kitt,Kangaroo,Female,Normal,Education,child,Stale Cupcakes,Elegant,Simple,Purple,Red,arched-window wall,simple white flooring,Kitt,October,11,Libra,Funny parents have funny kids.,https://dodo.ac/np/images/7/75/Kitt_NH.png,https://dodo.ac/np/images/8/82/Kitt%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/fe/Kitt_NH_Villager_Icon.png,B,https://dodo.ac/np/images/f/f4/House_of_Kitt_NH.jpg,https://dodo.ac/np/images/8/82/House_of_Kitt_NH_Model.png
Kitty,Cat,Female,Snooty,Fashion,mrowrr,K.K. Chorale,Elegant,Gorgeous,Green,Gray,blue molded-panel wall,arabesque flooring,Kitty,February,15,Aquarius,"If you want something done well, do it yourself.",https://dodo.ac/np/images/2/21/Kitty_NH.png,https://dodo.ac/np/images/8/84/Kitty%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a4/Kitty_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/08/House_of_Kitty_NH.jpg,https://dodo.ac/np/images/2/21/House_of_Kitty_NH_Model.png
Klaus,Bear,Male,Smug,Education,strudel,K.K. Sonata,Simple,Simple,Gray,White,stately wall,stone tile,Klaus,March,31,Aries,Pride goes before a fall.,https://dodo.ac/np/images/5/5c/Klaus_NH.png,https://dodo.ac/np/images/7/71/Klaus%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/20/Klaus_NH_Villager_Icon.png,A,https://dodo.ac/np/images/0/0a/House_of_Klaus_NH.png,https://dodo.ac/np/images/2/27/House_of_Klaus_NH_Model.png
Knox,Chicken,Male,Cranky,Education,cluckling,K.K. Chorale,Elegant,Gorgeous,Brown,Red,palace wall,palace tile,Knox,November,23,Sagittarius,A chicken's coop is its castle.,https://dodo.ac/np/images/0/03/Knox_NH.png,https://dodo.ac/np/images/0/07/Knox%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/40/Knox_NH_Villager_Icon.png,B,https://dodo.ac/np/images/2/26/House_of_Knox_NH.jpg,https://dodo.ac/np/images/1/1b/House_of_Knox_NH_Model.png
Kody,Cub,Male,Jock,Fitness,grah grah,My Place,Active,Simple,Colorful,White,blue playroom wall,blue dot flooring,Kody,September,28,Libra,The sky's the limit!,https://dodo.ac/np/images/2/20/Kody_NH.png,https://dodo.ac/np/images/9/9d/Kody%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d3/Kody_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/73/House_of_Kody_NH.jpg,https://dodo.ac/np/images/4/41/House_of_Kody_NH_Model.png
Kyle,Wolf,Male,Smug,Music,alpha,K.K. Metal,Gorgeous,Cool,Black,White,gray shanty wall,steel flooring,Kyle,December,6,Sagittarius,Never trust a sheep in wolf's clothing.,https://dodo.ac/np/images/4/46/Kyle_NH.png,https://dodo.ac/np/images/e/ed/Kyle%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/44/Kyle_NH_Villager_Icon.png,A,https://dodo.ac/np/images/d/da/House_of_Kyle_NH.jpg,https://dodo.ac/np/images/6/67/House_of_Kyle_NH_Model.png
Leonardo,Tiger,Male,Jock,Fitness,flexin',K.K. Metal,Active,Gorgeous,Red,Blue,skull wall,leopard-print flooring,Leonardo,May,15,Taurus,That's the way the energy bar crumbles.,https://dodo.ac/np/images/0/0a/Leonardo_NH.png,https://dodo.ac/np/images/3/3d/Leonardo%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/ca/Leonardo_NH_Villager_Icon.png,B,https://dodo.ac/np/images/a/a8/House_of_Leonardo_NH.png,https://dodo.ac/np/images/9/9c/House_of_Leonardo_NH_Model.png
Leopold,Lion,Male,Smug,Education,lion cub,Mr. K.K.,Elegant,Gorgeous,Purple,Green,green painted-wood wall,natural-block flooring,Leopold,August,14,Leo,"The bigger the fish, the bigger your dinner.",https://dodo.ac/np/images/3/3a/Leopold_NH.png,https://dodo.ac/np/images/e/ee/Leopold%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/72/Leopold_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/72/House_of_Leopold_NH.png,https://dodo.ac/np/images/2/2d/House_of_Leopold_NH_Model.png
Lily,Frog,Female,Normal,Education,toady,Farewell,Cute,Simple,White,Yellow,misty-garden wall,blue dot flooring,Lily,February,4,Aquarius,Don't jump to conclusions!,https://dodo.ac/np/images/4/42/Lily_NH.png,https://dodo.ac/np/images/4/41/Lily%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f4/Lily_NH_Villager_Icon.png,B,https://dodo.ac/np/images/b/bd/House_of_Lily_NH.jpg,https://dodo.ac/np/images/8/84/House_of_Lily_NH_Model.png
